Population (in K),Carpool (%),Toll ($),day,time in mins,Toll lane speed in km/h, Reg Lane 1  speed,Reg Lane 2 speed,Reg Lane 3 speed, all reg lane avg speed,carpool Lane speed, Toll lane cars num,Reg Lane 1 cars num,Reg Lane 2 cars num,Reg Lane 3 cars num, All Reg Lane cars num, carpool Lane cars num 
20,15,6,1,7.6,79.4634,71.4444,74.2923,69.8227,71.8532,64.3451,591,2166,2127,2243,6536,1716
20,15,6,1,7.7,76.7513,70.4212,71.7545,68.5759,70.2506,65.2009,781,2207,2176,2270,6653,1708
20,15,6,1,7.8,77.1428,68.5093,69.6584,67.1549,68.4408,63.1145,938,2229,2231,2318,6778,1649
20,15,6,1,7.9,76.0271,65.0729,69.0898,66.0672,66.7433,59.8535,1054,2296,2247,2341,6884,1529
20,15,6,1,8,75.9748,63.1202,68.332,64.5292,65.3272,55.7802,1034,2356,2271,2383,7010,1282
20,15,6,1,8.1,75.5043,62.1391,66.3874,62.5877,63.7048,48.8568,967,2164,2102,2206,6472,1053
20,15,6,1,8.2,72.7682,59.8672,62.7555,59.3758,60.6662,42.6383,793,1969,1850,1933,5752,798
20,15,6,1,8.3,70.7825,56.1492,56.871,54.5655,55.8619,56.5389,637,1715,1619,1665,4999,541
20,15,6,1,8.4,75.0771,49.2095,49.5341,47.1434,48.629,84.2374,444,1476,1360,1393,4229,288
20,15,6,1,8.5,77.9666,39.7856,39.075,38.2276,39.0294,83.5445,239,1221,1121,1121,3463,46
20,15,6,1,8.6,100.008,38.484,38.6231,38.2185,38.4419,88.7825,40,955,857,866,2678,32
20,15,6,1,8.7,100.008,37.8459,38.7183,38.1818,38.2486,78.2838,2,679,602,619,1900,12
20,15,6,1,8.8,97.0498,46.9722,36.7134,37.3904,40.3587,75.399,3,396,363,370,1129,9
20,15,6,1,8.9,97.0498,90.1608,100.008,100.008,96.7256,94.6402,3,119,111,119,349,9
20,15,6,1,9,91.1334,100.008,100.008,100.008,100.008,100.008,3,2,0,0,2,1
20,15,6,1,9.1,91.1334,100.008,100.008,100.008,100.008,100.008,1,0,0,0,0,0
20,15,6,1,9.2,91.1334,100.008,100.008,100.008,100.008,100.008,1,0,0,0,0,0
20,15,6,1,9.3,100.008,100.008,100.008,100.008,100.008,100.008,1,0,0,0,0,0
20,15,7,1,5.4,100.008,96.923,100.008,100.008,98.9797,100.008,0,2,0,0,2,0
20,15,7,1,5.5,100.008,96.1635,100.008,100.008,98.7265,100.008,0,6,0,0,6,0
20,15,7,1,5.6,100.008,95.4257,100.008,100.008,98.4806,100.008,0,12,0,0,12,0
20,15,7,1,5.7,100.008,96.16,100.008,88.9677,95.0452,95.633,0,20,0,1,21,3
20,15,7,1,5.8,100.008,96.053,100.008,100.008,98.6897,93.8959,0,36,2,0,38,5
20,15,7,1,5.9,100.008,96.5292,95.6088,100.008,97.382,96.6075,0,68,4,1,73,13
20,15,7,1,6,100.008,96.5682,98.9252,97.1557,97.5497,95.0266,0,117,19,3,139,25
20,15,7,1,6.1,100.008,96.2665,98.0865,98.8549,97.736,91.2557,0,194,39,7,240,58
20,15,7,1,6.2,100.008,94.8141,98.3929,98.8099,97.339,90.3805,0,312,106,34,452,108
20,15,7,1,6.3,100.008,93.7114,97.7995,97.7166,96.4092,86.9029,0,449,230,95,774,171
20,15,7,1,6.4,100.008,91.5763,96.4739,94.8499,94.3,84.7266,0,592,420,243,1255,263
20,15,7,1,6.5,100.008,88.2832,93.6824,90.9863,90.984,83.0648,0,795,639,459,1893,381
20,15,7,1,6.6,100.008,83.3655,91.2928,87.4743,87.3776,80.6394,0,1043,900,744,2687,548
20,15,7,1,6.7,100.008,79.6874,87.2859,85.4121,84.1285,78.9328,0,1260,1204,1008,3472,764
20,15,7,1,6.8,100.008,78.5467,84.3942,85.7606,82.9005,76.9932,0,1437,1419,1288,4144,928
20,15,7,1,6.9,100.008,76.6182,82.4602,83.1536,80.744,75.3888,0,1613,1604,1530,4747,1202
20,15,7,1,7,100.008,76.1303,82.5836,80.7275,79.8138,73.3717,1,1766,1728,1739,5233,1477
20,15,7,1,7.1,99.9344,76.6884,79.6297,79.2261,78.5147,72.0934,3,1859,1870,1899,5628,1636
20,15,7,1,7.2,95.8578,75.3066,78.4809,77.5864,77.1247,72.0861,8,1941,1938,1974,5853,1844
20,15,7,1,7.3,89.3016,72.7446,78.488,76.3942,75.8756,71.3871,46,2018,2000,2056,6074,1965
20,15,7,1,7.4,82.2842,71.6648,77.1478,75.7601,74.8576,71.8058,141,2090,2028,2080,6198,1958
20,15,7,1,7.5,81.1312,71.277,76.4463,74.6818,74.1351,70.9568,265,2141,2058,2107,6306,1893
20,15,7,1,7.6,79.1874,70.8452,74.7339,73.2226,72.9339,67.8168,419,2172,2098,2155,6425,1767
20,15,7,1,7.7,78.9986,68.7062,73.6836,70.569,70.9863,63.9274,577,2207,2127,2198,6532,1583
20,15,7,1,7.8,77.7468,69.7372,71.5792,69.6284,70.3149,67.4927,682,2235,2188,2240,6663,1386
20,15,7,1,7.9,76.4866,67.2955,70.3311,67.8183,68.4817,67.7291,742,2284,2202,2284,6770,1156
20,15,7,1,8,75.8683,65.5126,68.6936,66.2693,66.8252,67.5444,750,2299,2246,2329,6874,958
20,15,7,1,8.1,74.0378,64.4149,67.6969,64.3877,65.4998,69.7126,715,2217,2149,2265,6631,706
20,15,7,1,8.2,72.6236,62.2821,64.6467,61.5734,62.8341,74.748,519,1991,1908,2008,5907,460
20,15,7,1,8.3,66.35,57.7599,60.7988,58.7636,59.1075,81.834,379,1772,1659,1714,5145,238
20,15,7,1,8.4,67.4789,52.4387,55.2626,52.7339,53.4784,87.5684,293,1525,1404,1454,4383,176
20,15,7,1,8.5,77.8373,43.3002,44.417,41.5985,43.1052,84.8176,156,1266,1154,1209,3629,105
20,15,7,1,8.6,100.008,38.5336,37.8773,36.7913,37.7341,86.276,33,994,921,950,2865,36
20,15,7,1,8.7,100.008,38.8034,37.3984,36.4708,37.5575,85.4613,1,735,670,687,2092,16
20,15,7,1,8.8,100.008,41.2927,36.7233,37.655,38.557,82.3607,1,460,433,422,1315,12
20,15,7,1,8.9,100.008,94.3519,100.008,100.008,98.1226,100.008,0,191,174,181,546,4
20,15,7,1,9,100.008,91.1334,100.008,100.008,97.0498,100.008,0,5,1,0,6,0
20,15,7,1,9.1,100.008,91.1334,100.008,100.008,97.0498,100.008,0,1,0,0,1,0
20,15,7,1,9.2,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
20,15,8,1,5.5,100.008,96.923,100.008,100.008,98.9797,100.008,0,2,0,0,2,0
20,15,8,1,5.6,100.008,95.3946,100.008,100.008,98.4702,100.008,0,5,0,0,5,1
20,15,8,1,5.7,100.008,95.7781,100.008,100.008,98.598,100.008,0,13,0,0,13,1
20,15,8,1,5.8,100.008,94.7904,100.008,100.008,98.2688,95.2791,0,27,1,0,28,3
20,15,8,1,5.9,100.008,95.8839,100.008,100.008,98.6333,95.8255,0,56,2,0,58,8
20,15,8,1,6,100.008,96.3729,99.3979,100.008,98.5929,95.9085,0,101,14,1,116,15
20,15,8,1,6.1,100.008,96.754,99.4546,97.7418,97.9834,91.2899,0,183,25,3,211,38
20,15,8,1,6.2,100.008,95.6628,98.4893,99.786,97.9794,88.5709,0,266,74,17,357,72
20,15,8,1,6.3,100.008,95.2559,98.2059,97.7557,97.0725,86.8473,0,406,152,45,603,115
20,15,8,1,6.4,100.008,92.8886,96.9288,95.6161,95.1445,84.4457,0,551,315,143,1009,181
20,15,8,1,6.5,100.008,89.9414,95.5493,95.7066,93.7324,82.721,0,720,500,306,1526,287
20,15,8,1,6.6,100.008,86.5952,91.0593,92.6528,90.1025,80.4512,0,914,803,562,2279,407
20,15,8,1,6.7,100.008,81.1146,87.9388,87.7774,85.6103,78.7978,0,1178,1077,851,3106,603
20,15,8,1,6.8,100.008,79.4726,85.3009,85.5148,83.4294,76.1942,0,1353,1341,1155,3849,820
20,15,8,1,6.9,100.008,78.0029,83.7595,82.9466,81.5697,73.382,0,1525,1518,1426,4469,1074
20,15,8,1,7,100.008,76.9653,81.9965,81.882,80.2812,72.2157,0,1674,1690,1647,5011,1306
20,15,8,1,7.1,100.008,75.5327,80.1213,79.8519,78.502,71.1,0,1815,1817,1803,5435,1585
20,15,8,1,7.2,100.008,74.7213,78.5229,78.1595,77.1346,71.7611,0,1929,1919,1928,5776,1832
20,15,8,1,7.3,93.759,74.4675,77.6456,77.5658,76.5597,72.5218,14,2012,1997,2022,6031,1909
20,15,8,1,7.4,87.5471,72.1951,77.3144,75.5779,75.0291,71.4152,58,2066,2018,2084,6168,2023
20,15,8,1,7.5,82.5563,71.9169,76.2597,73.9254,74.034,69.0861,134,2108,2067,2116,6291,2044
20,15,8,1,7.6,79.365,70.0121,75.7666,71.5616,72.4468,67.4171,243,2167,2067,2174,6408,1924
20,15,8,1,7.7,77.2626,69.3159,74.5376,69.7398,71.1978,63.9023,328,2196,2109,2247,6552,1764
20,15,8,1,7.8,77.2588,68.5244,71.5747,68.2744,69.4578,61.2301,416,2212,2173,2267,6652,1567
20,15,8,1,7.9,74.7588,67.6672,69.9187,67.7422,68.4427,59.7218,466,2266,2212,2300,6778,1356
20,15,8,1,8,75.0204,64.9647,69.2215,65.7255,66.6372,57.8215,495,2315,2246,2335,6896,1138
20,15,8,1,8.1,73.0847,63.9409,67.6895,64.3243,65.3182,67.2404,499,2354,2284,2394,7032,908
20,15,8,1,8.2,72.8335,62.8787,66.1527,61.9821,63.6712,67.1721,453,2195,2122,2246,6563,666
20,15,8,1,8.3,76.7331,60.9135,62.3765,58.9005,60.7302,70.4339,369,1948,1881,1975,5804,467
20,15,8,1,8.4,73.7218,55.7711,58.4574,53.8785,56.0357,75.4175,259,1739,1608,1714,5061,261
20,15,8,1,8.5,71.8411,48.8683,50.0053,47.1137,48.6624,79.8322,132,1465,1381,1433,4279,123
20,15,8,1,8.6,81.2382,38.3242,39.456,38.2936,38.6913,82.5632,80,1224,1128,1166,3518,50
20,15,8,1,8.7,100.008,36.9557,38.157,37.8989,37.6705,82.0016,27,961,898,891,2750,42
20,15,8,1,8.8,100.008,38.1803,37.1109,37.829,37.7068,93.6206,0,672,653,640,1965,11
20,15,8,1,8.9,100.008,43.203,37.3708,36.871,39.1482,100.008,0,408,382,394,1184,1
20,15,8,1,9,100.008,96.1181,100.008,100.008,98.7114,100.008,0,142,127,139,408,0
20,15,8,1,9.1,100.008,91.1334,100.008,100.008,97.0498,100.008,0,3,0,0,3,0
20,15,8,1,9.2,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
20,15,9,1,5.4,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
20,15,9,1,5.5,100.008,100.008,100.008,100.008,100.008,96.923,0,3,0,0,3,2
20,15,9,1,5.6,100.008,96.6286,100.008,100.008,98.8815,94.1512,0,5,0,0,5,3
20,15,9,1,5.7,100.008,95.518,100.008,100.008,98.5113,94.1512,0,16,0,0,16,3
20,15,9,1,5.8,100.008,95.2126,100.008,100.008,98.4095,95.6163,0,38,4,0,42,12
20,15,9,1,5.9,100.008,96.294,96.7282,92.2103,95.0775,96.9784,0,79,12,1,92,23
20,15,9,1,6,100.008,96.3565,99.1694,100.008,98.5113,92.622,0,154,26,2,182,31
20,15,9,1,6.1,100.008,95.7589,98.8821,98.8847,97.8419,88.3725,0,255,74,18,347,67
20,15,9,1,6.2,100.008,94.9681,98.4621,98.2813,97.2372,86.2218,0,377,174,46,597,109
20,15,9,1,6.3,100.008,93.5504,97.4311,98.1754,96.3856,82.9884,0,536,300,118,954,168
20,15,9,1,6.4,100.008,91.0453,96.8765,96.9488,94.9569,81.9936,0,678,491,248,1417,250
20,15,9,1,6.5,100.008,87.1948,94.2763,92.6962,91.3891,81.9702,0,871,710,487,2068,387
20,15,9,1,6.6,100.008,81.9709,89.5203,88.1208,86.5373,79.5875,0,1122,1008,765,2895,591
20,15,9,1,6.7,100.008,79.977,86.6064,84.9961,83.8598,79.1672,0,1297,1256,1067,3620,808
20,15,9,1,6.8,100.008,78.8232,84.0813,82.8262,81.9103,76.7994,0,1440,1461,1346,4247,1055
20,15,9,1,6.9,100.008,76.2027,82.3391,82.4766,80.3395,72.1662,0,1616,1634,1565,4815,1255
20,15,9,1,7,100.008,76.3619,81.1707,80.8797,79.4708,70.1428,0,1773,1765,1744,5282,1452
20,15,9,1,7.1,100.008,75.9745,78.8644,78.5894,77.8094,69.3339,0,1860,1880,1891,5631,1744
20,15,9,1,7.2,100.008,74.2006,78.8181,77.4434,76.8207,68.0686,0,1982,1954,1991,5927,1779
20,15,9,1,7.3,91.9906,73.6714,77.4648,75.6888,75.6083,66.0412,13,2030,2012,2079,6121,1901
20,15,9,1,7.4,89.9031,72.5974,77.2375,74.614,74.8163,66.9553,46,2097,2049,2110,6256,1832
20,15,9,1,7.5,86.4973,73.0409,73.9368,73.4273,73.4683,67.9935,78,2109,2116,2145,6370,1825
20,15,9,1,7.6,85.1914,70.0082,73.0501,71.5446,71.5343,66.8382,126,2160,2135,2200,6495,1819
20,15,9,1,7.7,84.008,67.8248,71.2795,70.5063,69.8702,64.4494,171,2225,2175,2222,6622,1747
20,15,9,1,7.8,81.8901,67.8104,70.3781,68.6457,68.9448,61.8389,207,2268,2195,2274,6737,1557
20,15,9,1,7.9,81.0042,66.9891,68.2001,66.0086,67.0659,56.4746,235,2280,2253,2326,6859,1339
20,15,9,1,8,82.2287,65.1227,67.0572,64.4288,65.5363,52.3225,244,2308,2298,2379,6985,1119
20,15,9,1,8.1,81.4671,63.0244,67.0703,63.5403,64.545,52.7468,224,2358,2299,2395,7052,868
20,15,9,1,8.2,81.1391,59.9236,65.2045,61.6042,62.2441,64.3376,169,2143,2034,2116,6293,616
20,15,9,1,8.3,79.9755,56.3513,60.6719,57.5109,58.1781,77.0197,122,1887,1773,1863,5523,354
20,15,9,1,8.4,83.4381,50.5522,54.9504,52.3949,52.6325,78.9058,78,1646,1528,1594,4768,153
20,15,9,1,8.5,77.8825,42.9141,44.78,43.3184,43.6708,88.6166,62,1379,1280,1337,3996,101
20,15,9,1,8.6,93.6469,36.0693,38.0281,37.8366,37.3113,95.5605,15,1126,1038,1058,3222,20
20,15,9,1,8.7,100.008,35.2571,38.4445,37.101,36.9342,94.2569,3,845,774,816,2435,6
20,15,9,1,8.8,100.008,35.0258,38.328,36.7397,36.6978,91.6539,2,570,543,560,1673,5
20,15,9,1,8.9,100.008,91.1334,100.008,100.008,97.0498,100.008,2,307,305,297,909,3
20,15,9,1,9,100.008,91.1334,100.008,100.008,97.0498,100.008,2,47,42,43,132,0
20,15,9,1,9.1,100.008,91.1334,100.008,100.008,97.0498,100.008,0,1,0,0,1,0
20,15,9,1,9.2,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
20,15,10,1,5.6,100.008,98.4655,100.008,100.008,99.4938,100.008,0,4,1,0,5,0
20,15,10,1,5.7,100.008,95.7781,100.008,100.008,98.598,100.008,0,13,0,0,13,0
20,15,10,1,5.8,100.008,94.7621,95.8689,100.008,96.8796,97.4499,0,27,2,0,29,2
20,15,10,1,5.9,100.008,95.8654,97.9698,100.008,97.9477,96.7754,0,58,7,0,65,8
20,15,10,1,6,100.008,96.4805,98.3426,100.008,98.277,95.835,0,107,16,0,123,22
20,15,10,1,6.1,100.008,96.1024,98.0091,99.0034,97.705,94.9854,0,180,36,3,219,42
20,15,10,1,6.2,100.008,95.5717,98.1073,97.7178,97.1323,91.293,0,290,90,12,392,82
20,15,10,1,6.3,100.008,94.3214,97.706,98.6607,96.896,88.9053,0,413,201,59,673,148
20,15,10,1,6.4,100.008,91.8394,97.1649,97.1026,95.369,87.0148,0,540,372,163,1075,226
20,15,10,1,6.5,100.008,89.7013,95.3699,95.5827,93.5513,84.4577,0,728,591,327,1646,322
20,15,10,1,6.6,100.008,84.9275,90.2796,91.7506,88.9859,80.0992,0,957,856,616,2429,479
20,15,10,1,6.7,100.008,81.6804,87.3516,86.9281,85.3201,75.7996,0,1168,1129,933,3230,687
20,15,10,1,6.8,100.008,79.1629,84.9209,84.8637,82.9825,76.0385,0,1345,1372,1226,3943,887
20,15,10,1,6.9,100.008,77.4159,83.0803,83.5123,81.3362,73.9726,0,1554,1554,1436,4544,1150
20,15,10,1,7,100.008,76.8723,82.239,82.188,80.4331,72.5438,0,1728,1711,1659,5098,1363
20,15,10,1,7.1,100.008,77.1868,79.6636,79.7352,78.8619,72.8098,0,1813,1833,1805,5451,1548
20,15,10,1,7.2,100.008,74.6953,80.7609,77.394,77.6167,71.3089,0,1937,1888,1950,5775,1767
20,15,10,1,7.3,95.0143,74.2046,77.5133,75.7885,75.8354,71.1314,3,1986,1982,2038,6006,1995
20,15,10,1,7.4,94.8943,72.2509,77.3324,75.6047,75.0627,71.9266,12,2096,2031,2075,6202,1942
20,15,10,1,7.5,94.4734,72.4355,75.0991,74.2883,73.941,70.4925,27,2114,2077,2117,6308,1867
20,15,10,1,7.6,88.5164,70.7748,74.2704,72.2301,72.4251,70.2653,52,2153,2116,2177,6446,1787
20,15,10,1,7.7,89.5972,68.8656,73.5191,70.0914,70.8254,69.5197,79,2217,2133,2215,6565,1636
20,15,10,1,7.8,88.0547,68.0891,71.9275,68.8143,69.6103,69.8276,103,2229,2168,2265,6662,1455
20,15,10,1,7.9,86.3464,66.5286,70.6135,67.5412,68.2278,67.8034,125,2292,2203,2297,6792,1243
20,15,10,1,8,82.5018,65.1802,68.1307,66.2276,66.5128,74.2942,123,2306,2257,2330,6893,1011
20,15,10,1,8.1,82.1873,63.6075,66.8856,64.6654,65.0529,74.4171,117,2348,2304,2381,7033,772
20,15,10,1,8.2,78.5793,63.0397,65.7191,62.8881,63.8823,80.1126,116,2288,2234,2343,6865,557
20,15,10,1,8.3,76.3,60.439,63.0529,59.794,61.0953,79.6031,70,2041,1979,2071,6091,301
20,15,10,1,8.4,72.8717,55.232,59.3043,55.8309,56.7891,78.9031,56,1831,1709,1796,5336,123
20,15,10,1,8.5,78.7179,49.3193,52.5068,49.7454,50.5238,82.4974,56,1567,1472,1525,4564,98
20,15,10,1,8.6,100.008,39.6935,41.8291,39.4232,40.3153,92.6278,13,1310,1211,1281,3802,51
20,15,10,1,8.7,100.008,36.4607,38.6745,37.2323,37.4558,94.571,0,1054,968,1010,3032,28
20,15,10,1,8.8,100.008,35.87,38.3338,37.0563,37.0867,94.8456,0,781,714,743,2238,8
20,15,10,1,8.9,100.008,35.7625,36.4847,38.5764,36.9412,92.3937,0,517,487,474,1478,6
20,15,10,1,9,100.008,95.5707,100.008,100.008,98.5289,95.9904,0,238,232,231,701,5
20,15,10,1,9.1,100.008,91.1334,100.008,100.008,97.0498,100.008,0,2,0,0,2,5
20,15,10,1,9.2,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,1
20,10,1,1,5.6,100.008,98.774,100.008,100.008,99.5967,100.008,0,5,0,0,5,0
20,10,1,1,5.7,100.008,95.7781,100.008,100.008,98.598,100.008,0,13,0,0,13,0
20,10,1,1,5.8,100.008,95.5628,100.008,97.3307,97.6338,100.008,0,35,1,1,37,1
20,10,1,1,5.9,100.008,95.6383,99.5161,100.008,98.3875,97.9032,0,62,7,1,70,5
20,10,1,1,6,100.008,96.5126,98.9717,100.008,98.4974,95.6185,0,112,16,3,131,13
20,10,1,1,6.1,100.008,96.206,98.2787,98.9539,97.8129,91.3731,0,209,41,2,252,32
20,10,1,1,6.2,100.008,95.3882,97.4628,98.6776,97.1762,89.0674,0,317,105,31,453,58
20,10,1,1,6.3,100.008,93.7199,97.4851,98.1573,96.4541,89.1235,0,464,239,102,805,109
20,10,1,1,6.4,100.008,91.5946,95.6174,96.1994,94.4705,83.785,0,629,438,253,1320,158
20,10,1,1,6.5,100.008,86.8894,93.7345,93.9612,91.5284,82.4379,0,814,694,475,1983,252
20,10,1,1,6.6,100.008,82.7642,89.0708,87.0159,86.2836,82.0063,0,1067,987,785,2839,359
20,10,1,1,6.7,100.008,80.6983,85.3012,85.3318,83.7771,78.3145,0,1270,1270,1083,3623,504
20,10,1,1,6.8,100.008,77.4429,84.5953,83.3489,81.7957,77.6657,0,1476,1473,1351,4300,650
20,10,1,1,6.9,100.008,77.3633,82.1425,81.6086,80.3715,77.669,0,1605,1642,1600,4847,814
20,10,1,1,7,100.008,76.0393,80.7279,79.5221,78.7631,76.807,0,1791,1768,1754,5313,1004
20,10,1,1,7.1,90.2966,74.5362,81.0099,77.8418,77.796,77.6502,4,1870,1856,1911,5637,1161
20,10,1,1,7.2,90.5852,73.9208,78.4355,74.6055,75.6539,76.3277,60,1958,1953,2042,5953,1217
20,10,1,1,7.3,75.7387,72.841,76.0848,74.1394,74.355,74.9569,314,2057,2058,2116,6231,1334
20,10,1,1,7.4,72.7259,70.1661,75.8665,72.9342,72.9889,75.145,617,2140,2059,2158,6357,1297
20,10,1,1,7.5,71.85,69.2295,75.2384,70.755,71.741,76.0258,916,2173,2094,2194,6461,1257
20,10,1,1,7.6,70.5782,68.8838,73.0819,70.7642,70.91,76.038,1214,2230,2142,2202,6574,1103
20,10,1,1,7.7,69.3658,67.2922,70.2876,69.9128,69.1642,76.8419,1508,2253,2204,2227,6684,1002
20,10,1,1,7.8,68.411,66.4312,69.4692,68.8352,68.2452,74.8106,1779,2299,2229,2252,6780,804
20,10,1,1,7.9,67.3632,65.2692,67.2885,67.3793,66.6457,77.9683,2027,2316,2293,2297,6906,667
20,10,1,1,8,65.3798,63.1524,66.6916,65.3398,65.0613,83.3254,2202,2169,2085,2111,6365,487
20,10,1,1,8.1,63.1008,60.3859,63.6479,62.4476,62.1605,83.6415,2317,1971,1829,1856,5656,329
20,10,1,1,8.2,65.6965,57.5839,58.3987,57.0061,57.6629,81.448,2180,1696,1589,1623,4908,200
20,10,1,1,8.3,63.5462,50.1466,51.6664,50.2632,50.6921,79.9126,1929,1459,1324,1347,4130,116
20,10,1,1,8.4,60.5041,40.3908,39.8026,40.402,40.1985,79.0946,1740,1214,1081,1072,3367,107
20,10,1,1,8.5,56.1474,39.533,38.4508,38.7489,38.9109,85.1227,1478,934,839,820,2593,62
20,10,1,1,8.6,49.3852,39.453,37.8508,37.7906,38.3648,89.3577,1238,634,583,599,1816,26
20,10,1,1,8.7,38.2021,72.4245,39.0984,35.7993,49.1074,97.3241,983,369,338,359,1066,10
20,10,1,1,8.8,34.3239,95.5707,100.008,100.008,98.5289,94.6402,719,108,87,91,286,2
20,10,1,1,8.9,36.1629,95.5707,100.008,100.008,98.5289,94.6402,457,2,0,0,2,1
20,10,1,1,9,100.008,95.5707,100.008,100.008,98.5289,100.008,212,2,0,0,2,1
20,10,1,1,9.1,100.008,91.1334,100.008,100.008,97.0498,100.008,0,2,0,0,2,0
20,10,1,1,9.2,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
20,10,2,1,5.6,100.008,97.9514,100.008,100.008,99.3225,100.008,0,3,0,0,3,0
20,10,2,1,5.7,100.008,98.774,100.008,100.008,99.5967,83.111,0,5,0,0,5,1
20,10,2,1,5.8,100.008,97.1734,100.008,100.008,99.0631,89.4497,0,16,1,0,17,4
20,10,2,1,5.9,100.008,96.4124,100.008,85.5,93.9735,89.118,0,41,3,1,45,6
20,10,2,1,6,100.008,96.994,98.8038,99.147,98.3149,90.7995,0,95,13,1,109,11
20,10,2,1,6.1,100.008,96.4823,98.753,100.008,98.4144,93.3195,0,164,42,4,210,23
20,10,2,1,6.2,100.008,96.0372,98.3757,97.9823,97.4651,92.2564,0,277,84,16,377,45
20,10,2,1,6.3,100.008,94.5682,98.0521,99.2779,97.2994,90.2163,0,406,197,50,653,80
20,10,2,1,6.4,100.008,92.6759,96.4326,96.8574,95.3219,86.9173,0,556,361,180,1097,139
20,10,2,1,6.5,100.008,89.3312,95.5418,94.2367,93.0366,84.3492,0,769,554,389,1712,197
20,10,2,1,6.6,100.008,85.1569,90.672,90.3907,88.7398,81.5136,0,964,859,671,2494,298
20,10,2,1,6.7,100.008,80.8991,86.6712,84.7775,84.1159,80.9695,0,1223,1132,958,3313,406
20,10,2,1,6.8,100.008,78.0582,84.3158,84.0449,82.1396,79.6354,0,1405,1387,1242,4034,569
20,10,2,1,6.9,100.008,76.7923,83.372,82.4911,80.8851,77.4466,0,1595,1559,1484,4638,724
20,10,2,1,7,100.008,76.1983,80.8157,80.3364,79.1168,77.6789,0,1741,1741,1694,5176,888
20,10,2,1,7.1,100.008,75.0277,79.8429,79.9241,78.2649,76.4231,0,1861,1844,1838,5543,1025
20,10,2,1,7.2,93.7305,73.7172,78.7759,78.1819,76.8917,75.8725,20,1972,1929,1946,5847,1180
20,10,2,1,7.3,83.2992,72.7178,78.479,75.4791,75.5586,75.7023,166,2064,2002,2072,6138,1260
20,10,2,1,7.4,70.5942,71.3144,76.2843,75.3741,74.3243,75.518,479,2107,2063,2096,6266,1296
20,10,2,1,7.5,69.9772,71.02,74.3511,73.8421,73.0711,75.0992,778,2142,2098,2135,6375,1341
20,10,2,1,7.6,69.1546,69.1025,73.2971,71.9036,71.4344,73.9222,1076,2194,2128,2174,6496,1212
20,10,2,1,7.7,68.3257,68.1647,72.2827,70.1064,70.1846,73.6878,1371,2225,2162,2232,6619,1046
20,10,2,1,7.8,67.1955,66.5943,70.5467,68.7141,68.6184,74.913,1661,2272,2204,2249,6725,916
20,10,2,1,7.9,67.0657,66.4312,68.8911,67.4749,67.5991,72.8699,1925,2298,2255,2302,6855,748
20,10,2,1,8,65.3109,65.4473,66.9572,66.1728,66.1924,77.4298,2174,2265,2240,2265,6770,670
20,10,2,1,8.1,63.0673,62.8478,65.5888,63.2938,63.9101,79.1338,2344,2066,1991,2016,6073,426
20,10,2,1,8.2,65.5712,60.6841,61.4022,59.9789,60.6884,83.8009,2165,1844,1752,1761,5357,316
20,10,2,1,8.3,63.704,55.7449,55.3278,53.7526,54.9418,84.2933,1905,1582,1492,1515,4589,140
20,10,2,1,8.4,60.6954,46.9336,47.1453,44.8551,46.3113,84.3246,1685,1336,1230,1248,3814,83
20,10,2,1,8.5,56.1068,38.4776,38.6412,38.1527,38.4238,91.1365,1424,1071,989,995,3055,56
20,10,2,1,8.6,48.8703,38.8113,38.3726,36.7745,37.9861,90.6036,1183,794,746,756,2296,20
20,10,2,1,8.7,37.2329,40.0143,37.1699,36.2161,37.8001,90.4801,928,535,496,496,1527,9
20,10,2,1,8.8,34.4843,94.6907,100.008,100.008,98.2356,89.5822,668,256,240,249,745,7
20,10,2,1,8.9,38.8703,97.0498,100.008,100.008,99.0219,90.1608,413,6,0,0,6,4
20,10,2,1,9,96.0922,97.0498,100.008,100.008,99.0219,93.3229,160,3,0,0,3,2
20,10,2,1,9.1,100.008,95.5707,100.008,100.008,98.5289,100.008,2,3,0,0,3,1
20,10,2,1,9.2,100.008,91.1334,100.008,100.008,97.0498,100.008,0,2,0,0,2,0
20,10,2,1,9.3,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
20,10,3,1,5.5,100.008,96.923,100.008,100.008,98.9797,100.008,0,2,0,0,2,0
20,10,3,1,5.6,100.008,95.4881,100.008,100.008,98.5014,100.008,0,9,0,0,9,0
20,10,3,1,5.7,100.008,96.0803,100.008,99.1233,98.4039,100.008,0,14,0,1,15,0
20,10,3,1,5.8,100.008,96.0913,100.008,82.5725,92.8906,88.9677,0,23,0,1,24,1
20,10,3,1,5.9,100.008,96.3538,95.5724,91.4666,94.4643,91.8493,0,56,6,1,63,5
20,10,3,1,6,100.008,96.5572,98.9558,100.008,98.507,95.2261,0,105,20,1,126,12
20,10,3,1,6.1,100.008,96.3587,98.4959,94.6472,96.5006,93.6372,0,187,40,5,232,24
