Population (in K),Carpool (%),Toll ($),day,time in mins,Toll lane speed in km/h, Reg Lane 1  speed,Reg Lane 2 speed,Reg Lane 3 speed, all reg lane avg speed,carpool Lane speed, Toll lane cars num,Reg Lane 1 cars num,Reg Lane 2 cars num,Reg Lane 3 cars num, All Reg Lane cars num, carpool Lane cars num 
20,10,3,1,6.2,100.008,95.6651,98.4932,98.4028,97.5203,90.1055,0,293,95,24,412,47
20,10,3,1,6.3,100.008,94.1947,98.2553,97.6277,96.6926,87.9962,0,443,208,54,705,83
20,10,3,1,6.4,100.008,92.4061,96.5974,95.1226,94.7087,87.7826,0,578,367,179,1124,138
20,10,3,1,6.5,100.008,88.6185,94.5649,93.677,92.2868,85.7727,0,758,602,393,1753,210
20,10,3,1,6.6,100.008,83.5667,89.7588,88.8201,87.3819,84.5442,0,1036,870,669,2575,300
20,10,3,1,6.7,100.008,80.0728,86.6019,86.0544,84.243,83.1855,0,1199,1168,998,3365,422
20,10,3,1,6.8,100.008,77.8453,84.6485,83.7568,82.0835,80.7348,0,1418,1387,1263,4068,582
20,10,3,1,6.9,100.008,77.1658,82.425,81.7338,80.4415,78.5497,0,1588,1568,1506,4662,718
20,10,3,1,7,100.008,76.8614,81.2134,79.3972,79.1573,78.3899,0,1723,1749,1739,5211,925
20,10,3,1,7.1,100.008,74.1064,80.4259,77.6445,77.3923,76.3018,1,1896,1827,1877,5600,1034
20,10,3,1,7.2,89.4546,74.0798,78.566,77.4785,76.7081,75.9698,17,1967,1931,1976,5874,1152
20,10,3,1,7.3,81.3036,72.8977,77.8244,76.9337,75.8853,75.7993,177,2078,2028,2068,6174,1220
20,10,3,1,7.4,70.4267,70.9881,76.5679,74.4362,73.9974,75.446,488,2131,2057,2113,6301,1264
20,10,3,1,7.5,68.7521,71.2041,74.9306,71.974,72.7029,74.5399,786,2138,2095,2180,6413,1368
20,10,3,1,7.6,68.3825,70.4739,72.5786,70.9204,71.3243,75.1089,1083,2167,2154,2205,6526,1210
20,10,3,1,7.7,68.1238,68.2588,72.5161,69.2142,69.9964,73.0502,1379,2228,2158,2259,6645,1013
20,10,3,1,7.8,67.9242,67.8618,69.8798,67.5251,68.4222,72.4967,1671,2248,2226,2285,6759,936
20,10,3,1,7.9,67.0334,66.4945,69.1672,65.3533,67.005,71.558,1967,2282,2240,2360,6882,794
20,10,3,1,8,67.0024,64.3265,69.4589,63.5928,65.7927,72.1478,2188,2306,2188,2359,6853,684
20,10,3,1,8.1,65.4386,62.6723,66.4211,61.4006,63.498,72.2515,2246,2090,2003,2081,6174,442
20,10,3,1,8.2,63.048,60.2277,61.819,57.792,59.9462,73.9188,2089,1848,1748,1835,5431,341
20,10,3,1,8.3,61.1179,55.5359,56.2793,52.628,54.8144,81.668,1826,1623,1489,1560,4672,257
20,10,3,1,8.4,57.1158,46.7,47.0638,44.4582,46.074,81.6086,1582,1376,1228,1293,3897,155
20,10,3,1,8.5,50.8689,38.8685,38.6851,37.8705,38.4747,84.9236,1341,1100,1009,1015,3124,53
20,10,3,1,8.6,40.5417,38.3441,38.165,37.3231,37.9441,87.7497,1085,831,755,781,2367,25
20,10,3,1,8.7,34.5817,39.1556,38.4642,35.9985,37.8728,94.0231,829,534,522,532,1588,7
20,10,3,1,8.8,35.2711,92.0356,100.008,100.008,97.3505,93.3229,566,270,273,272,815,3
20,10,3,1,8.9,100.008,95.5707,100.008,100.008,98.5289,100.008,324,19,14,15,48,1
20,10,3,1,9,100.008,95.5707,100.008,100.008,98.5289,100.008,61,2,0,0,2,0
20,10,3,1,9.1,100.008,91.1334,100.008,100.008,97.0498,100.008,0,2,0,0,2,0
20,10,3,1,9.2,100.008,91.1334,100.008,100.008,97.0498,100.008,0,1,0,0,1,0
20,10,3,1,9.3,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
20,10,4,1,5.4,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
20,10,4,1,5.5,100.008,98.4655,100.008,100.008,99.4938,100.008,0,4,0,0,4,0
20,10,4,1,5.6,100.008,95.0841,100.008,100.008,98.3667,100.008,0,7,0,0,7,1
20,10,4,1,5.7,100.008,96.3099,100.008,100.008,98.7753,92.8537,0,11,0,0,11,2
20,10,4,1,5.8,100.008,95.9005,93.7959,100.008,96.5681,92.2131,0,25,1,0,26,6
20,10,4,1,5.9,100.008,96.4193,98.5081,100.008,98.3118,94.3901,0,61,5,0,66,11
20,10,4,1,6,100.008,96.6631,97.0044,96.2351,96.6342,94.8746,0,108,14,3,125,22
20,10,4,1,6.1,100.008,96.136,97.5322,98.88,97.5161,93.5145,0,186,40,10,236,38
20,10,4,1,6.2,100.008,94.8197,98.3957,99.0692,97.4282,93.1339,0,299,109,29,437,65
20,10,4,1,6.3,100.008,94.0045,97.3587,97.7786,96.3806,91.9352,0,445,233,68,746,102
20,10,4,1,6.4,100.008,91.9588,96.2948,97.2113,95.155,87.5217,0,589,376,196,1161,160
20,10,4,1,6.5,100.008,88.8809,94.2299,93.993,92.3679,87.1986,0,803,597,409,1809,250
20,10,4,1,6.6,100.008,83.7927,89.7192,91.2395,88.2505,83.376,0,1027,933,699,2659,339
20,10,4,1,6.7,100.008,80.6326,85.7549,85.9825,84.1234,80.6813,0,1230,1225,990,3445,472
20,10,4,1,6.8,100.008,77.8688,84.5472,84.3613,82.2591,78.7242,0,1450,1432,1261,4143,636
20,10,4,1,6.9,100.008,77.0371,82.3274,81.773,80.3792,79.1244,0,1596,1596,1535,4727,759
20,10,4,1,7,100.008,76.3103,79.9957,81.2212,79.1757,76.6432,0,1736,1773,1722,5231,909
20,10,4,1,7.1,94.0097,75.442,79.961,79.3747,78.2593,73.8147,1,1879,1857,1859,5595,1099
20,10,4,1,7.2,93.0061,74.2415,78.8738,76.3776,76.4976,72.6039,24,1964,1952,2000,5916,1190
20,10,4,1,7.3,86.0826,74.2067,76.8931,75.0572,75.3857,70.348,158,2043,2047,2097,6187,1304
20,10,4,1,7.4,72.7491,72.0849,76.2359,72.3777,73.5662,69.3599,462,2087,2057,2173,6317,1305
20,10,4,1,7.5,71.3208,71.825,74.908,70.4399,72.3909,68.2177,762,2130,2088,2208,6426,1211
20,10,4,1,7.6,69.6594,70.631,72.881,70.3001,71.2707,69.5173,1059,2171,2150,2223,6544,1106
20,10,4,1,7.7,68.5942,69.2729,72.894,67.73,69.9656,69.3882,1353,2208,2151,2301,6660,1076
20,10,4,1,7.8,67.7342,68.1927,70.3224,66.4523,68.3225,66.2608,1634,2240,2218,2315,6773,1128
20,10,4,1,7.9,66.7788,65.6864,68.1423,65.5908,66.4732,61.9114,1894,2290,2252,2358,6900,1007
20,10,4,1,8,65.8247,64.9011,66.2313,64.8843,65.3389,64.1716,2077,2314,2315,2383,7012,760
20,10,4,1,8.1,64.6492,62.6002,65.4198,62.8303,63.6168,77.6959,2034,2131,2053,2140,6324,511
20,10,4,1,8.2,64.5784,58.8298,62.6492,59.0781,60.1857,82.3165,1774,1925,1791,1876,5592,259
20,10,4,1,8.3,61.547,54.8928,56.8537,53.0025,54.9163,80.5604,1612,1658,1549,1622,4829,117
20,10,4,1,8.4,56.9566,47.6505,47.7125,44.3836,46.5822,82.5645,1353,1409,1290,1360,4059,84
20,10,4,1,8.5,49.2345,38.78,39.4906,37.7244,38.665,92.371,1103,1165,1050,1070,3285,52
20,10,4,1,8.6,37.0163,38.0864,39.3596,37.9069,38.451,95.989,855,899,813,815,2527,21
20,10,4,1,8.7,35.6298,39.5606,39.0426,37.2352,38.6128,93.9715,592,622,551,577,1750,7
20,10,4,1,8.8,92.8831,94.451,100.008,100.008,98.1557,100.008,342,336,315,319,970,3
20,10,4,1,8.9,86.9987,96.6571,100.008,100.008,98.891,100.008,81,77,60,62,199,2
20,10,4,1,9,86.9987,95.8225,100.008,100.008,98.6128,100.008,2,7,0,0,7,1
20,10,4,1,9.1,100.008,91.1334,100.008,100.008,97.0498,100.008,2,5,0,0,5,0
20,10,4,1,9.2,100.008,91.1334,100.008,100.008,97.0498,100.008,0,1,0,0,1,0
20,10,4,1,9.3,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
20,10,5,1,5.4,100.008,96.923,100.008,100.008,98.9797,100.008,0,2,0,0,2,1
20,10,5,1,5.5,100.008,96.923,100.008,100.008,98.9797,100.008,0,2,0,0,2,2
20,10,5,1,5.6,100.008,93.8982,100.008,100.008,97.9714,100.008,0,9,0,0,9,2
20,10,5,1,5.7,100.008,94.9324,100.008,100.008,98.3161,100.008,0,16,0,0,16,2
20,10,5,1,5.8,100.008,95.2693,100.008,100.008,98.4284,97.0767,0,30,0,0,30,5
20,10,5,1,5.9,100.008,95.6791,99.8758,100.008,98.521,97.0965,0,59,3,0,62,9
20,10,5,1,6,100.008,96.3556,98.3618,100.008,98.2418,97.1028,0,96,19,2,117,17
20,10,5,1,6.1,100.008,96.1673,99.1409,99.1178,98.142,94.0546,0,180,37,4,221,39
20,10,5,1,6.2,100.008,95.1532,97.5132,97.1465,96.6043,88.3036,0,300,111,36,447,59
20,10,5,1,6.3,100.008,94.2306,98.0502,97.964,96.7482,87.1126,0,452,222,67,741,102
20,10,5,1,6.4,100.008,91.5907,95.7139,96.5205,94.6084,84.354,0,596,408,211,1215,160
20,10,5,1,6.5,100.008,88.7266,94.7604,94.6844,92.7238,82.6373,0,804,616,435,1855,229
20,10,5,1,6.6,100.008,83.7713,90.6247,87.3582,87.2514,82.4091,0,1059,926,714,2699,324
20,10,5,1,6.7,100.008,80.1749,88.0233,84.1661,84.1214,81.1404,0,1279,1208,1001,3488,461
20,10,5,1,6.8,100.008,78.269,85.599,83.7459,82.538,81.6904,0,1444,1413,1302,4159,593
20,10,5,1,6.9,100.008,77.0801,83.0232,82.8728,80.9921,79.8712,0,1626,1609,1506,4741,747
20,10,5,1,7,100.008,75.5583,81.6467,79.7125,78.9725,76.6139,0,1749,1744,1753,5246,939
20,10,5,1,7.1,100.008,75.0293,80.3431,78.9932,78.1219,73.6455,0,1878,1834,1862,5574,1088
20,10,5,1,7.2,92.8538,75.0457,78.448,77.6727,77.0555,72.6578,16,1948,1952,1959,5859,1171
20,10,5,1,7.3,89.0325,74.0576,77.3314,75.7329,75.7073,71.2648,127,2042,2021,2078,6141,1277
20,10,5,1,7.4,75.8505,73.3491,75.848,73.4684,74.2218,71.3363,394,2075,2065,2137,6277,1271
20,10,5,1,7.5,70.0482,72.3663,74.3199,71.7354,72.8072,69.7665,692,2131,2086,2170,6387,1266
20,10,5,1,7.6,68.2056,71.5208,73.1795,70.4642,71.7215,68.6775,988,2159,2136,2218,6513,1185
20,10,5,1,7.7,67.6581,70.9007,72.1417,68.248,70.4301,65.8692,1281,2194,2168,2284,6646,1165
20,10,5,1,7.8,66.8338,69.3267,69.9533,65.8806,68.3869,63.0696,1575,2202,2220,2335,6757,1116
20,10,5,1,7.9,66.4621,66.0089,69.1853,65.0536,66.7493,63.2185,1812,2275,2261,2359,6895,995
20,10,5,1,8,66.3827,63.7574,68.0483,64.4133,65.4063,66.0888,1800,2348,2282,2381,7011,746
20,10,5,1,8.1,66.5279,63.1856,66.3884,62.9778,64.184,74.6153,1781,2214,2132,2242,6588,494
20,10,5,1,8.2,63.7932,61.3001,63.0376,59.8351,61.3909,74.9878,1590,1973,1912,1981,5866,252
20,10,5,1,8.3,59.3852,56.9883,59.3698,55.3351,57.2311,86.263,1377,1761,1635,1708,5104,193
20,10,5,1,8.4,52.2495,50.469,51.4238,48.3813,50.0914,85.2158,1115,1508,1386,1440,4334,79
20,10,5,1,8.5,39.1614,40.8524,40.3816,38.7872,40.0071,87.0132,854,1249,1135,1174,3558,33
20,10,5,1,8.6,33.6826,38.602,38.6998,37.4313,38.2443,97.3031,609,977,896,929,2802,18
20,10,5,1,8.7,100.008,39.0051,38.4027,36.7996,38.0691,96.6268,357,707,649,679,2035,5
20,10,5,1,8.8,91.1334,40.7429,39.3971,36.1161,38.752,98.0372,96,424,397,425,1246,4
20,10,5,1,8.9,91.1334,94.5028,100.008,100.008,98.1729,97.0519,1,171,151,156,478,3
20,10,5,1,9,91.1334,100.008,100.008,100.008,100.008,100.008,1,5,0,0,5,2
20,10,5,1,9.1,91.1334,100.008,100.008,100.008,100.008,100.008,1,1,0,0,1,0
20,10,5,1,9.2,91.1334,100.008,100.008,100.008,100.008,100.008,1,1,0,0,1,0
20,10,5,1,9.3,100.008,100.008,100.008,100.008,100.008,100.008,1,0,0,0,0,0
20,10,6,1,5.6,100.008,100.008,93.8381,100.008,97.9514,100.008,0,1,1,0,2,0
20,10,6,1,5.7,100.008,95.4881,100.008,100.008,98.5014,100.008,0,9,0,0,9,0
20,10,6,1,5.8,100.008,96.5636,100.008,100.008,98.8599,85.6994,0,22,0,0,22,1
20,10,6,1,5.9,100.008,96.2202,90.9262,100.008,95.7182,94.5179,0,41,3,0,44,7
20,10,6,1,6,100.008,96.341,99.2853,82.216,92.6141,95.915,0,96,19,1,116,14
20,10,6,1,6.1,100.008,96.3071,97.5912,95.7621,96.5535,95.5224,0,183,42,8,233,22
20,10,6,1,6.2,100.008,95.4191,98.1924,97.9886,97.2,94.6283,0,298,98,21,417,43
20,10,6,1,6.3,100.008,94.6846,98.1045,98.352,97.0471,92.0589,0,434,202,54,690,79
20,10,6,1,6.4,100.008,91.5003,97.03,96.3166,94.949,88.5724,0,599,385,172,1156,132
20,10,6,1,6.5,100.008,88.9077,96.4034,96.0587,93.7899,86.3725,0,787,590,352,1729,200
20,10,6,1,6.6,100.008,85.408,90.5618,90.8621,88.9439,83.0837,0,934,896,660,2490,298
20,10,6,1,6.7,100.008,80.8513,87.2845,87.5933,85.243,80.0399,0,1175,1150,951,3276,444
20,10,6,1,6.8,100.008,79.3583,84.8339,84.3014,82.8312,80.0584,0,1404,1376,1224,4004,594
20,10,6,1,6.9,100.008,77.7362,82.7264,82.6218,81.0281,78.0323,0,1541,1562,1486,4589,761
20,10,6,1,7,100.008,76.8039,81.7924,81.5772,80.0578,76.6702,0,1696,1723,1667,5086,928
20,10,6,1,7.1,97.694,75.9118,80.2388,79.7591,78.6366,76.4117,1,1822,1826,1818,5466,1053
20,10,6,1,7.2,96.6925,74.6442,79.4518,78.0657,77.3873,76.4396,14,1932,1904,1940,5776,1215
20,10,6,1,7.3,89.2903,73.5503,78.4272,75.8468,75.9414,74.0553,88,2007,1996,2060,6063,1316
20,10,6,1,7.4,82.2297,71.7104,77.4337,74.7996,74.6479,74.363,281,2075,2033,2115,6223,1357
20,10,6,1,7.5,77.6374,71.957,76.007,72.686,73.55,70.7775,541,2108,2074,2153,6335,1259
20,10,6,1,7.6,74.9685,71.5537,74.2779,70.6745,72.1687,73.1369,837,2134,2113,2203,6450,1192
20,10,6,1,7.7,74.0547,71.1005,72.5622,69.1756,70.9461,71.306,1098,2157,2161,2252,6570,1016
20,10,6,1,7.8,73.3405,69.6979,70.0599,67.4864,69.0814,72.328,1281,2201,2211,2279,6691,859
20,10,6,1,7.9,73.3125,68.0421,69.6986,66.5846,68.1084,73.7315,1401,2248,2229,2331,6808,764
20,10,6,1,8,70.9531,65.14,68.7317,64.5611,66.1443,77.5378,1456,2311,2245,2376,6932,648
20,10,6,1,8.1,72.1326,64.7273,66.8932,62.6053,64.7419,80.6557,1299,2308,2304,2436,7048,527
20,10,6,1,8.2,70.5831,63.0524,64.5153,61.6043,63.0573,79.3707,1095,2128,2087,2188,6403,294
20,10,6,1,8.3,69.893,59.3605,61.8534,57.8811,59.6983,83.8694,920,1899,1830,1921,5650,173
20,10,6,1,8.4,70.6218,55.1149,56.6997,52.5881,54.8009,81.2914,678,1661,1555,1655,4871,102
20,10,6,1,8.5,75.1315,46.888,48.897,44.6334,46.8061,85.1665,454,1406,1317,1383,4106,61
20,10,6,1,8.6,72.4947,37.7163,38.9204,37.2468,37.9612,90.1364,206,1155,1080,1104,3339,25
20,10,6,1,8.7,98.1956,36.8702,38.3537,36.9889,37.4043,89.42,51,900,825,858,2583,22
20,10,6,1,8.8,98.1956,36.3016,38.9655,36.8729,37.38,98.457,5,628,573,596,1797,8
20,10,6,1,8.9,95.5514,72.2089,54.2547,34.6742,53.7126,100.008,5,372,319,343,1034,3
20,10,6,1,9,95.5513,92.8868,100.008,100.008,97.6343,100.008,3,87,80,83,250,1
20,10,6,1,9.1,100.008,100.008,100.008,100.008,100.008,100.008,3,2,0,0,2,0
20,10,6,1,9.2,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
20,10,7,1,5.5,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
20,10,7,1,5.6,100.008,98.4655,100.008,100.008,99.4938,100.008,0,4,0,0,4,0
20,10,7,1,5.7,100.008,95.4881,100.008,100.008,98.5014,100.008,0,9,0,0,9,0
20,10,7,1,5.8,100.008,95.3982,100.008,100.008,98.4714,100.008,0,19,1,0,20,0
20,10,7,1,5.9,100.008,96.059,96.6594,100.008,97.5755,90.0494,0,46,4,0,50,3
20,10,7,1,6,100.008,96.2961,99.1518,100.008,98.4853,93.2818,0,97,18,2,117,10
20,10,7,1,6.1,100.008,96.3601,98.7222,100.008,98.3634,92.7919,0,180,34,1,215,25
20,10,7,1,6.2,100.008,95.4747,98.3682,98.4496,97.4308,89.0422,0,276,98,21,395,42
20,10,7,1,6.3,100.008,94.7364,98.2155,97.8574,96.9365,89.7031,0,429,194,59,682,87
20,10,7,1,6.4,100.008,91.7262,95.811,95.9317,94.4897,86.7959,0,574,384,195,1153,147
20,10,7,1,6.5,100.008,88.7465,94.6652,95.3455,92.9191,83.3904,0,750,624,378,1752,224
20,10,7,1,6.6,100.008,83.5269,90.0807,90.4888,88.0322,81.9652,0,1007,905,660,2572,330
20,10,7,1,6.7,100.008,80.7634,87.9726,85.2255,84.6538,80.1154,0,1249,1150,980,3379,458
20,10,7,1,6.8,100.008,78.9828,85.1415,83.3737,82.4993,78.5903,0,1430,1391,1265,4086,575
20,10,7,1,6.9,100.008,77.9361,82.8622,81.7735,80.8572,76.6144,0,1568,1581,1533,4682,707
20,10,7,1,7,100.008,77.4098,80.4319,79.2788,79.0402,76.2271,0,1685,1752,1737,5174,880
20,10,7,1,7.1,100.008,74.6667,80.81,78.7067,78.0611,76.0426,0,1856,1833,1842,5531,1066
20,10,7,1,7.2,99.227,74.575,80.1347,77.7489,77.4862,75.8136,3,1969,1915,1967,5851,1178
20,10,7,1,7.3,96.2592,72.5728,77.9846,75.6798,75.4124,74.0565,35,2057,2016,2074,6147,1221
20,10,7,1,7.4,82.6716,70.9326,76.4248,74.8013,74.0529,74.6344,159,2112,2045,2118,6275,1301
20,10,7,1,7.5,80.2935,71.2927,74.8936,72.975,73.0538,73.6551,334,2145,2097,2160,6402,1233
20,10,7,1,7.6,79.1007,69.4908,73.1477,71.7971,71.4785,74.0835,551,2195,2142,2185,6522,1185
20,10,7,1,7.7,77.4631,68.7713,72.1575,68.9407,69.9565,73.5196,763,2221,2158,2263,6642,1102
20,10,7,1,7.8,76.1925,66.3058,70.8295,67.6631,68.2662,70.8742,906,2271,2198,2277,6746,914
20,10,7,1,7.9,75.6528,65.9227,69.6923,66.2733,67.2961,71.6543,978,2317,2233,2327,6877,772
20,10,7,1,8,72.8522,64.8827,67.2265,64.5014,65.5369,67.1084,1021,2335,2286,2367,6988,657
20,10,7,1,8.1,75.1471,62.6524,66.9568,62.3514,63.9869,75.6361,1049,2377,2295,2436,7108,564
20,10,7,1,8.2,74.2071,61.7112,64.862,61.2303,62.6012,74.7049,792,2273,2230,2345,6848,337
20,10,7,1,8.3,72.149,58.5176,61.7033,58.3885,59.5364,76.8147,591,2042,1983,2062,6087,209
20,10,7,1,8.4,61.9877,54.1584,56.8221,54.4692,55.1499,75.4662,514,1814,1712,1787,5313,107
20,10,7,1,8.5,79.5007,47.7194,50.6093,48.3338,48.8875,91.2697,290,1568,1463,1512,4543,88
20,10,7,1,8.6,86.3048,38.0815,39.806,38.973,38.9535,95.9447,57,1297,1219,1253,3769,34
20,10,7,1,8.7,100.008,35.9998,38.2648,37.5211,37.2619,98.2363,10,1043,972,995,3010,10
20,10,7,1,8.8,100.008,35.7065,38.4119,36.3194,36.8126,96.2951,2,769,719,753,2241,10
20,10,7,1,8.9,100.008,34.6336,39.2099,34.7576,36.2004,92.6146,2,508,469,494,1471,4
20,10,7,1,9,100.008,100.008,100.008,100.008,100.008,91.1334,2,235,229,232,696,2
20,10,7,1,9.1,100.008,100.008,100.008,100.008,100.008,91.1334,1,1,0,0,1,1
20,10,7,1,9.2,100.008,100.008,100.008,100.008,100.008,91.1334,0,0,0,0,0,1
20,10,7,1,9.3,100.008,100.008,100.008,100.008,100.008,100.008,0,0,0,0,0,1
20,10,8,1,5.3,100.008,96.923,100.008,100.008,98.9797,100.008,0,2,0,0,2,0
20,10,8,1,5.4,100.008,98.4655,100.008,100.008,99.4938,100.008,0,4,0,0,4,1
20,10,8,1,5.5,100.008,93.8982,100.008,100.008,97.9714,100.008,0,9,0,0,9,1
20,10,8,1,5.6,100.008,95.7101,100.008,100.008,98.5754,100.008,0,13,0,0,13,2
20,10,8,1,5.7,100.008,94.5099,100.008,100.008,98.1753,95.7622,0,25,1,0,26,3
20,10,8,1,5.8,100.008,95.7119,98.7238,100.008,98.1479,98.1884,0,51,5,0,56,7
20,10,8,1,5.9,100.008,96.1793,99.6477,94.0773,96.6348,97.3416,0,96,13,3,112,13
20,10,8,1,6,100.008,96.3988,97.9557,100.008,98.1208,94.8723,0,172,30,7,209,28
20,10,8,1,6.1,100.008,95.3114,99.1162,99.5038,97.9771,93.9577,0,263,88,14,365,44
20,10,8,1,6.2,100.008,94.5968,98.5523,98.3607,97.17,89.8921,0,401,180,53,634,74
20,10,8,1,6.3,100.008,92.7053,97.1219,97.5601,95.7957,88.4005,0,532,333,149,1014,118
20,10,8,1,6.4,100.008,90.0886,95.8059,96.1458,94.0135,86.304,0,703,536,321,1560,183
20,10,8,1,6.5,100.008,85.2384,91.8986,89.4025,88.8465,84.9869,0,946,821,582,2349,269
20,10,8,1,6.6,100.008,81.9564,87.683,85.3602,84.9999,81.1333,0,1175,1110,880,3165,393
20,10,8,1,6.7,100.008,79.5094,84.8468,84.1255,82.8273,79.0214,0,1350,1368,1176,3894,513
20,10,8,1,6.8,100.008,77.5997,83.5865,82.8877,81.358,78.2098,0,1516,1535,1456,4507,685
20,10,8,1,6.9,100.008,76.0663,81.6257,81.5251,79.739,77.1933,0,1686,1711,1653,5050,831
20,10,8,1,7,100.008,74.6434,81.4389,80.0651,78.7158,74.358,0,1847,1803,1802,5452,974
20,10,8,1,7.1,98.1931,74.9919,79.0746,78.0084,77.3583,72.8307,2,1935,1933,1949,5817,1136
20,10,8,1,7.2,92.9934,74.255,77.7699,76.5773,76.2007,69.26,15,2047,2005,2041,6093,1231
20,10,8,1,7.3,85.4257,73.2299,76.1282,74.5363,74.6315,69.8983,73,2085,2072,2114,6271,1331
20,10,8,1,7.4,82.095,72.1431,74.1529,72.9923,73.0961,67.5982,162,2116,2104,2161,6381,1264
20,10,8,1,7.5,79.8755,70.3122,73.1704,71.6124,71.6983,68.3063,279,2182,2141,2179,6502,1225
20,10,8,1,7.6,79.5571,70.1572,72.1112,69.7917,70.6867,68.483,396,2203,2167,2252,6622,1129
20,10,8,1,7.7,79.3869,68.2052,71.6681,67.1428,69.0054,66.5469,493,2241,2181,2305,6727,1111
20,10,8,1,7.8,78.3088,66.8153,69.6495,65.1655,67.2101,60.8017,561,2269,2226,2365,6860,1119
20,10,8,1,7.9,78.0087,64.2233,67.9836,64.7291,65.6453,58.2347,598,2339,2262,2367,6968,876
20,10,8,1,8,79.1545,63.8546,65.7334,63.3382,64.3087,71.2842,601,2350,2325,2415,7090,641
20,10,8,1,8.1,77.9256,62.7046,64.5371,61.9591,63.0669,68.5915,524,2392,2356,2451,7199,383
20,10,8,1,8.2,80.6416,61.1814,62.9061,60.3624,61.4833,75.5919,383,2234,2184,2278,6696,341
20,10,8,1,8.3,80.4291,56.6101,59.1225,57.0351,57.5892,80.0056,245,2003,1927,1996,5926,169
20,10,8,1,8.4,82.562,51.6868,54.2242,51.0838,52.3316,89.2155,157,1762,1661,1739,5162,92
20,10,8,1,8.5,86.9906,43.745,46.4716,42.821,44.3459,89.7203,69,1506,1413,1478,4397,35
20,10,8,1,8.6,95.1691,36.534,38.7415,37.616,37.6305,93.5301,32,1263,1172,1192,3627,17
20,10,8,1,8.7,95.1691,35.4479,38.6546,37.5371,37.2132,93.17,3,993,917,942,2852,13
20,10,8,1,8.8,95.1691,35.2062,37.9753,38.1015,37.0944,100.008,3,710,676,680,2066,6
20,10,8,1,8.9,93.3229,35.1812,38.4799,38.7146,37.4586,100.008,3,462,410,427,1299,2
20,10,8,1,9,100.008,91.1334,100.008,100.008,97.0498,100.008,1,172,168,181,521,1
20,10,8,1,9.1,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
20,10,9,1,5.4,100.008,100.008,100.008,100.008,100.008,100.008,0,0,0,0,0,1
20,10,9,1,5.5,100.008,97.9514,100.008,100.008,99.3225,100.008,0,3,0,0,3,1
20,10,9,1,5.6,100.008,95.3946,100.008,100.008,98.4702,100.008,0,5,0,0,5,2
20,10,9,1,5.7,100.008,95.0524,100.008,100.008,98.3561,99.8311,0,18,0,0,18,5
20,10,9,1,5.8,100.008,95.267,95.9154,100.008,97.0635,99.0599,0,42,7,1,50,7
20,10,9,1,5.9,100.008,96.088,98.5953,100.008,98.2304,97.5894,0,91,11,3,105,11
20,10,9,1,6,100.008,96.0585,98.7038,100.008,98.2568,96.9556,0,163,32,6,201,20
20,10,9,1,6.1,100.008,95.3798,98.621,99.087,97.6959,94.7887,0,264,71,12,347,44
20,10,9,1,6.2,100.008,94.7798,98.1078,97.5756,96.821,92.0367,0,389,162,55,606,84
20,10,9,1,6.3,100.008,93.415,97.447,97.6765,96.1795,87.1504,0,524,320,113,957,134
20,10,9,1,6.4,100.008,90.0878,95.0599,95.9719,93.7065,86.4567,0,687,522,328,1537,185
20,10,9,1,6.5,100.008,85.4009,92.948,91.8177,90.0555,83.0674,0,929,806,571,2306,261
20,10,9,1,6.6,100.008,80.6202,89.3422,85.8922,85.2849,79.5382,0,1155,1093,888,3136,384
20,10,9,1,6.7,100.008,80.1496,85.6465,85.0989,83.6317,78.9288,0,1376,1309,1175,3860,501
20,10,9,1,6.8,100.008,77.815,83.0146,83.0104,81.28,77.4748,0,1518,1525,1454,4497,650
20,10,9,1,6.9,100.008,75.9444,82.2266,80.2586,79.4765,75.7878,0,1709,1680,1671,5060,835
20,10,9,1,7,100.008,75.6331,81.1278,79.7685,78.8431,75.855,0,1843,1804,1813,5460,1025
20,10,9,1,7.1,100.008,74.4045,78.5072,78.5032,77.1383,75.0552,0,1932,1924,1937,5793,1205
20,10,9,1,7.2,95.7729,72.0596,78.1103,77.6975,75.9558,73.6391,12,2052,1985,2003,6040,1256
20,10,9,1,7.3,87.6209,71.6831,76.79,75.449,74.6407,74.7236,51,2088,2043,2088,6219,1378
20,10,9,1,7.4,82.8926,72.2495,75.227,73.3265,73.601,73.546,106,2111,2084,2139,6334,1259
20,10,9,1,7.5,82.5382,69.7602,73.174,72.5064,71.8135,72.9766,164,2169,2131,2151,6451,1333
20,10,9,1,7.6,81.586,69.4564,72.5914,71.5488,71.1989,73.2348,234,2210,2165,2200,6575,1188
20,10,9,1,7.7,79.7746,68.3117,70.279,68.7628,69.1178,72.9549,299,2220,2201,2261,6682,979
20,10,9,1,7.8,78.2756,67.6984,69.4496,67.0026,68.0502,71.6033,329,2250,2252,2308,6810,784
20,10,9,1,7.9,76.0989,65.4989,67.9885,65.5299,66.3391,69.436,351,2314,2266,2346,6926,654
